,StationCode,SampleDate,Subregion.x,StationName.x,Project.x,Projectcode,n_taxa,n_E,n_P,n_T,n_O,n_D,n_Phylum_NA,n_Arthropoda,n_Annelida,n_Nematoda,n_Ectoprocta,n_Bacillariophyta,n_Cryptophyta,n_Heterokontophyta,n_Ochrophyta,n_Coelenterata,n_Nemertea,n_Mollusca,n_Platyhelminthes,n_Bryozoa,n_Cyanobacteria,n_Chlorophyta,n_Euglenozoa,n_Streptophyta,n_Rhodophyta,n_Chordata,geometry,,EPT_taxa,EPT_index,ETO_taxa,ETO_index,StationName.y,SampleDate.wq,Project.y,n,Subregion.y,n_Alk,mean_Alk,sd_Alk,min_Alk,max_Alk,n_N,mean_N,sd_N,min_N,max_N,n_Chl_F,mean_Chl_F,sd_Chl_F,min_Chl_F,max_Chl_F,n_Chl_TR,mean_Chl_TR,sd_Chl_TR,min_Chl_TR,max_Chl_TR,n_DO,mean_DO,sd_DO,min_DO,max_DO,n_pH,mean_pH,sd_pH,min_pH,max_pH,n_Sal,mean_Sal,sd_Sal,min_Sal,max_Sal,n_Secc,mean_Secc,sd_Secc,min_Secc,max_Secc,n_Cond,mean_Cond,sd_Cond,min_Cond,max_Cond,n_Temp,mean_Temp,sd_Temp,min_Temp,max_Temp,n_Turb,mean_Turb,sd_Turb,min_Turb,max_Turb,n_Vel,mean_Vel,sd_Vel,min_Vel,max_Vel
14,544CCC004,6/6/2011,Central Delta,Old River at Rancho del Rio,RWB5 Clear Lake and Delta Cyanobacteria FY1011,RWB5_CyanoBac_FY1011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(625340.139126374, 4203502.37660687),0,0,0,0,Old River at Rancho del Rio,6/6/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1011,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.57,NA,8.57,8.57,1,7.37,NA,7.37,7.37,0,NA,NA,NA,NA,1,2,NA,2,2,1,202,NA,202,202,1,17.8,NA,17.8,17.8,1,4.8,NA,4.8,4.8,0,NA,NA,NA,NA
15,544CCC004,7/6/2011,Central Delta,Old River at Rancho del Rio,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,c(625340.139126374, 4203502.37660687),0,0,0,0,Old River at Rancho del Rio,7/6/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.92,NA,7.92,7.92,1,7.92,NA,7.92,7.92,0,NA,NA,NA,NA,1,1.8,NA,1.8,1.8,1,139,NA,139,139,1,25.04,NA,25.04,25.04,1,4.7,NA,4.7,4.7,0,NA,NA,NA,NA
16,544CCC004,8/19/2011,Central Delta,Old River at Rancho del Rio,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(625340.139126374, 4203502.37660687),0,0,0,0,Old River at Rancho del Rio,8/19/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.4,NA,8.4,8.4,1,7.83,NA,7.83,7.83,0,NA,NA,NA,NA,1,2,NA,2,2,1,176,NA,176,176,1,24.2,NA,24.2,24.2,1,4,NA,4,4,0,NA,NA,NA,NA
17,544CCC004,9/20/2011,Central Delta,Old River at Rancho del Rio,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(625340.139126374, 4203502.37660687),0,0,0,0,Old River at Rancho del Rio,9/20/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.7,NA,8.7,8.7,1,8.28,NA,8.28,8.28,0,NA,NA,NA,NA,1,2.84,NA,2.84,2.84,1,181,NA,181,181,1,23,NA,23,23,1,3.7,NA,3.7,3.7,0,NA,NA,NA,NA
18,544CCC004,10/17/2011,Central Delta,Old River at Rancho del Rio,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(625340.139126374, 4203502.37660687),0,0,0,0,Old River at Rancho del Rio,10/17/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.34,NA,8.34,8.34,1,7.98,NA,7.98,7.98,0,NA,NA,NA,NA,1,3.44,NA,3.44,3.44,1,164,NA,164,164,1,19.5,NA,19.5,19.5,1,NA,NA,NA,NA,0,NA,NA,NA,NA
19,544PS0725,4/16/2015,Confluence,Marsh Creek ~0.3mi above Hwy 4,Statewide Perennial Streams Assessment 2015,SWB_PSA_2015,85,1,0,0,0,16,0,21,1,0,0,26,0,3,0,0,0,1,0,0,15,17,0,1,0,0,c(614306.266224315, 4200921.34616621),1,0.011764706,1,0.011764706,Marsh Creek ~0.3mi above Hwy 4,4/16/2015,Statewide Perennial Streams Assessment 2015,8,Confluence,1,156,NA,156,156,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,11.36,NA,11.36,11.36,1,8.1,NA,8.1,8.1,1,0.2,NA,0.2,0.2,0,NA,NA,NA,NA,1,1574,NA,1574,1574,1,18.4,NA,18.4,18.4,1,11.37,NA,11.37,11.37,1,0,NA,0,0
20,544PS0917,5/20/2019,Confluence,Marsh Creek ~0.4mi below Balfour Rd.,Statewide Perennial Streams Assessment 2019,SWB_PSA_2019,43,4,0,1,0,27,0,37,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,c(613031.335917991, 4197785.13325392),5,0.11627907,5,0.11627907,Marsh Creek ~0.4mi below Balfour Rd.,5/20/2019,Statewide Perennial Streams Assessment 2019,9,Confluence,1,280,NA,280,280,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,9.61,NA,9.61,9.61,1,8.4,NA,8.4,8.4,1,0.4,NA,0.4,0.4,0,NA,NA,NA,NA,1,900,NA,900,900,1,1,NA,1,1,1,8.17,NA,8.17,8.17,1,0,NA,0,0
21,544R00025,5/15/2012,Confluence,Dry Cr_25-544R00025,CCCWP Creek Status Monitoring in WY2012,CCCWP_CSM_WY2012,39,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,3,4,0,0,0,0,c(612588.189408912, 4198045.37963956),0,0,0,0,Dry Cr_25-544R00025,5/15/2012,CCCWP Creek Status Monitoring in WY2012,8,Confluence,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,0,0,1,0,NA,0,0,1,5.71,NA,5.71,5.71,1,7.78,NA,7.78,7.78,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1673,NA,1673,1673,1,15.41,NA,15.41,15.41,0,NA,NA,NA,NA,1,0.0366667,NA,0.0366667,0.0366667
22,544R00281,5/15/2013,Confluence,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",CCCWP Creek Status Monitoring in WY2013,CCCWP_CSM_WY2013,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,c(614564.266522088, 4201324.48132396),4,0.4,5,0.5,"Marsh Creek 30m Southwest of Brentwood Boulevard, Brentwood-544R00281",5/15/2013,CCCWP Creek Status Monitoring in WY2013,8,Confluence,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,0,0,1,0,NA,0,0,1,10.01,NA,10.01,10.01,1,8.14,NA,8.14,8.14,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1275,NA,1275,1275,1,21.92,NA,21.92,21.92,0,NA,NA,NA,NA,1,0.06,NA,0.06,0.06
23,544R01049,4/20/2015,Confluence,Dry Creek,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,95,1,0,0,0,8,0,11,1,0,0,61,0,2,1,0,0,2,0,0,4,10,1,2,0,0,c(612589.409341873, 4197956.61366714),1,0.010526316,1,0.010526316,Dry Creek,4/20/2015,CCCWP Creek Status Monitoring in WY2015,6,Confluence,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.73,NA,8.73,8.73,1,7.65,NA,7.65,7.65,1,1.58,NA,1.58,1.58,0,NA,NA,NA,NA,1,2789,NA,2789,2789,1,20.85,NA,20.85,20.85,0,NA,NA,NA,NA,1,0,NA,0,0
24,544R01305,4/23/2015,Confluence,Marsh Creek,CCCWP Creek Status Monitoring in WY2015,CCCWP_CSM_WY2015,145,1,0,1,2,12,0,20,3,0,0,79,0,0,0,0,0,12,0,0,17,13,0,1,0,0,c(613698.153754274, 4200413.46833992),2,0.013793103,4,0.027586207,Marsh Creek,4/23/2015,CCCWP Creek Status Monitoring in WY2015,6,Confluence,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.5,NA,7.5,7.5,1,7.58,NA,7.58,7.58,1,0.83,NA,0.83,0.83,0,NA,NA,NA,NA,1,1433,NA,1433,1433,1,18.63,NA,18.63,18.63,0,NA,NA,NA,NA,1,0,NA,0,0
25,544R01737,5/16/2018,Confluence,Marsh Creek just upstream of Dainty Ave.,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,93,0,0,1,1,4,0,10,2,0,0,55,0,2,1,0,0,8,0,0,5,5,2,3,0,0,c(615339.049355809, 4202467.36543885),1,0.010752688,2,0.021505376,Marsh Creek just upstream of Dainty Ave.,5/16/2018,CCCWP Creek Status Monitoring in WY2018,9,Confluence,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,0,0,1,0.04,NA,0.04,0.04,1,8.05,NA,8.05,8.05,1,8.28,NA,8.28,8.28,1,0.63,NA,0.63,0.63,0,NA,NA,NA,NA,1,1123,NA,1123,1123,1,19.4,NA,19.4,19.4,0,NA,NA,NA,NA,1,0,NA,0,0
26,544R01993,5/16/2018,Confluence,Marsh Creek approx 250 m upstream of Lone Tree Way,CCCWP Creek Status Monitoring in WY2018,CCCWP_CSM_WY2018,57,0,0,0,0,6,0,8,1,0,0,41,0,1,0,0,0,3,0,0,0,1,0,2,0,0,c(613367.260920813, 4198921.75913387),0,0,0,0,Marsh Creek approx 250 m upstream of Lone Tree Way,5/16/2018,CCCWP Creek Status Monitoring in WY2018,9,Confluence,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,0,0,1,0.04,NA,0.04,0.04,1,7.57,NA,7.57,7.57,1,8.24,NA,8.24,8.24,1,0.57,NA,0.57,0.57,0,NA,NA,NA,NA,1,1001,NA,1001,1001,1,18.9,NA,18.9,18.9,0,NA,NA,NA,NA,1,0,NA,0,0
27,544SAC004,6/7/2011,Central Delta,San Joaquin River at Twitchell Island,RWB5 Clear Lake and Delta Cyanobacteria FY1011,RWB5_CyanoBac_FY1011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(616706.842707441, 4217402.82713761),0,0,0,0,San Joaquin River at Twitchell Island,6/7/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1011,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,9.04,NA,9.04,9.04,1,7.16,NA,7.16,7.16,0,NA,NA,NA,NA,1,1.6,NA,1.6,1.6,1,149,NA,149,149,1,16.6,NA,16.6,16.6,1,5.8,NA,5.8,5.8,0,NA,NA,NA,NA
28,544SAC004,7/7/2011,Central Delta,San Joaquin River at Twitchell Island,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(616706.842707441, 4217402.82713761),0,0,0,0,San Joaquin River at Twitchell Island,7/7/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.83,NA,7.83,7.83,1,7,NA,7,7,0,NA,NA,NA,NA,1,1.2,NA,1.2,1.2,1,119,NA,119,119,1,22.5,NA,22.5,22.5,1,4.2,NA,4.2,4.2,0,NA,NA,NA,NA
29,544SAC004,8/18/2011,Central Delta,San Joaquin River at Twitchell Island,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(616706.842707441, 4217402.82713761),0,0,0,0,San Joaquin River at Twitchell Island,8/18/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,7.8,NA,7.8,7.8,1,7.34,NA,7.34,7.34,0,NA,NA,NA,NA,1,1.12,NA,1.12,1.12,1,204,NA,204,204,1,22.9,NA,22.9,22.9,1,8,NA,8,8,0,NA,NA,NA,NA
30,544SAC004,9/19/2011,Central Delta,San Joaquin River at Twitchell Island,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(616706.842707441, 4217402.82713761),0,0,0,0,San Joaquin River at Twitchell Island,9/19/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.3,NA,8.3,8.3,1,7.88,NA,7.88,7.88,0,NA,NA,NA,NA,1,1.96,NA,1.96,1.96,1,178,NA,178,178,1,21.9,NA,21.9,21.9,1,6,NA,6,6,0,NA,NA,NA,NA
31,544SAC004,10/18/2011,Central Delta,San Joaquin River at Twitchell Island,RWB5 Clear Lake and Delta Cyanobacteria FY1112,RWB5_CyanoBac_FY1112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(616706.842707441, 4217402.82713761),0,0,0,0,San Joaquin River at Twitchell Island,10/18/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1112,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.44,NA,8.44,8.44,1,7.64,NA,7.64,7.64,0,NA,NA,NA,NA,1,2.08,NA,2.08,2.08,1,141,NA,141,141,1,18.6,NA,18.6,18.6,1,4.3,NA,4.3,4.3,0,NA,NA,NA,NA
32,544SJC010,6/7/2011,Central Delta,San Joaquin River at Potato Point,RWB5 Clear Lake and Delta Cyanobacteria FY1011,RWB5_CyanoBac_FY1011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,c(625685.760332008, 4215283.43096467),0,0,0,0,San Joaquin River at Potato Point,6/7/2011,RWB5 Clear Lake and Delta Cyanobacteria FY1011,6,Central Delta,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,8.79,NA,8.79,8.79,1,7.14,NA,7.14,7.14,0,NA,NA,NA,NA,1,1.56,NA,1.56,1.56,1,139,NA,139,139,1,16.4,NA,16.4,16.4,1,6.4,NA,6.4,6.4,0,NA,NA,NA,NA
